a	96 97 778 268 37 
a	23 22 966 772 49 
a	17 7 890 802 868 
a	49 39 594 451 641 
a	77 67 563 407 613 
a	50 49 693 278 836 
a	32 33 508 210 483 
a	52 51 601 131 373 
a	91 92 566 319 254 
a	55 45 899 488 844 
a	82 72 217 117 581 
a	64 63 177 922 760 
a	8 9 1 941 904 
a	44 54 1 126 146 
a	96 86 682 512 13 
a	62 52 744 152 597 
a	89 90 579 547 931 
a	11 12 995 439 453 
a	30 20 499 503 678 
a	5 4 947 730 839 
a	19 20 1 920 25 
a	69 79 163 749 588 
a	49 59 803 612 773 
a	72 73 946 316 232 
a	63 53 224 809 880 
a	16 15 998 839 672 
a	20 10 370 541 728 
a	78 68 558 9 888 
a	79 78 473 85 3 
a	30 40 415 546 906 
a	14 4 176 644 988 
a	9 19 998 370 8 
a	60 50 334 594 398 
a	13 3 210 579 616 
a	59 60 1 448 197 
a	71 72 147 520 764 
a	6 16 1 160 358 
a	48 58 94 119 585 
a	82 83 545 778 846 
a	87 88 30 23 114 
a	29 39 762 493 78 
a	47 37 985 53 688 
a	79 69 654 755 321 
a	66 76 990 580 859 
a	86 87 194 91 460 
a	7 6 145 408 863 
a	68 58 867 968 493 
a	45 55 142 510 266 
a	15 5 836 778 437 
a	22 23 675 719 173 
a	39 40 467 822 520 
a	9 8 787 997 499 
a	74 73 887 374 30 
a	76 86 938 48 804 
a	73 72 560 858 943 
a	4 5 1 729 472 
a	88 98 978 506 658 
a	65 55 26 138 497 
a	42 52 987 329 17 
a	84 83 255 963 504 
a	26 27 588 866 813 
a	42 43 600 274 697 
a	12 2 487 519 175 
a	70 69 947 604 93 
a	28 38 586 965 834 
a	72 71 175 636 656 
a	93 83 21 23 930 
a	78 77 774 530 118 
a	58 68 691 472 541 
a	14 13 941 139 510 
a	40 50 783 575 662 
a	78 88 184 692 633 
a	41 51 306 184 734 
a	21 11 802 627 763 
a	26 25 623 465 875 
a	33 43 999 138 49 
a	56 66 676 419 453 
a	84 74 375 191 199 
a	38 39 476 351 756 
a	48 49 1 678 809 
a	70 60 895 386 617 
a	46 45 473 239 758 
a	27 28 831 166 760 
a	91 81 837 793 182 
a	83 73 797 346 205 
a	74 84 607 705 58 
a	67 77 465 66 265 
a	78 79 72 120 44 
a	27 26 439 927 304 
a	39 29 201 562 888 
a	25 35 14 565 246 
a	86 85 63 494 997 
a	100 90 799 944 553 
a	19 29 1 261 206 
a	58 57 647 953 684 
a	53 63 284 437 326 
a	72 62 478 902 107 
a	10 20 1 315 619 
a	22 12 919 140 587 
a	36 37 722 780 374 
a	97 98 425 476 472 
a	96 95 444 999 878 
a	39 38 791 167 711 
a	81 71 307 179 19 
a	61 71 380 928 360 
a	53 54 815 575 364 
a	68 78 157 961 785 
a	60 70 547 592 232 
a	13 12 158 173 820 
a	45 46 80 397 687 
a	83 93 820 653 250 
a	49 48 830 480 822 
a	37 38 893 953 487 
a	3 4 999 140 671 
a	95 85 499 927 4 
a	57 56 895 329 509 
a	13 23 1 719 66 
a	74 75 543 968 28 
a	53 52 995 541 870 
a	66 65 688 990 575 
a	18 19 12 791 534 
a	62 63 458 677 231 
a	89 99 947 24 197 
a	1 11 1 161 506 
a	99 98 334 327 191 
a	7 8 1 78 440 
a	75 74 565 507 249 
a	47 48 487 649 786 
a	56 55 911 180 348 
a	46 56 629 587 619 
a	69 70 89 745 638 
a	19 9 802 706 858 
a	61 51 665 583 661 
a	21 22 173 266 85 
a	59 58 871 621 838 
a	59 49 604 439 776 
a	37 47 517 150 898 
a	27 37 498 41 492 
a	35 34 632 834 430 
a	64 74 944 599 383 
a	67 68 143 266 805 
a	45 35 448 876 771 
a	90 80 203 795 427 
a	85 86 633 889 120 
a	92 82 234 923 372 
a	79 80 495 69 978 
a	33 34 141 894 704 
a	2 12 1 852 437 
a	23 33 560 492 200 
a	89 79 863 980 432 
